,YEAR,YIELD_1,W13_1,W14_1,W15_1,YIELD_2,W13_2,W14_2,W15_2,YIELD_3,W13_3,W14_3,W15_3,YIELD_4,W13_4,W14_4,W15_4
15,6167,3.63,0.2015980384165233,0.0699990091870653,0.4082716927479833,3.21,0.6185284709253788,0.0366763921335571,0.6896712830368722,11.12,2.1846377457311226,0.4621550378128791,3.2171722632336346,1.74,0.4355327954089855,0.2647042102411742,0.5328045700027074
16,8217,3.86,1.550881133953546,0.7230661424234468,0.8222534104053469,7.15,1.6971043429992805,1.9225613469695069,1.5053397452040582,11.33,0.953485902547772,3.470237634211068,0.7013632146746558,2.28,1.1446579844280924,4.151521716705068,0.6402010623093299
17,8218,5.09,0.1239016551579213,0.0,0.0704910621411187,3.33,0.054326285318549,0.3201045701109685,0.2289903670281488,10.38,1.7118502011314418,0.6032610465659602,1.9091234853539083,3.88,1.021997640716145,0.0815976646246817,0.7727112268060424
18,28,5.8,0.0926508567578456,0.0,0.5562266579759614,10.23,0.6273163700739541,2.081791025291228,1.4046601177363025,8.52,1.1672702851871208,0.2150730420403313,0.6054334464273579,3.93,3.889623711636478,1.7717516549618562,1.242104396326032
19,6175,4.93,0.2633784576529197,0.6875259011093575,1.1867447394743933,9.12,0.6794556283881635,2.532861897040631,1.5773826709699883,9.96,0.6272941921786164,2.0999248231910745,1.813734855455182,6.17,1.402195880648598,4.126495894892884,0.0472122349364802
20,33,3.63,0.3329714152734708,0.4566995341447524,0.0396435284628609,4.4,0.3904858714013538,0.2286203159333698,0.9871933436170284,8.52,1.52822100817669,0.7545664950226094,0.2162660035937587,3.06,1.8777331419724603,2.273895639057328,2.2690667364696915
21,35,5.88,0.6749895791195268,1.2853695606759252,0.1140698382562325,6.31,2.1070816370311367,0.9065990464573328,0.3145486057781737,9.63,1.089111744414732,1.3045281747103703,2.140583987441346,1.35,1.7358145382161756,0.3542124175598621,0.0528956977736109
22,2084,3.75,0.9518480514352502,0.6880772391586953,0.1786059181997246,5.42,1.7151735848780816,1.1140053372827208,1.66184419968112,7.0,0.5019001941756069,2.0066521469264496,0.8877258078286155,5.86,0.9935954609616888,1.990965585323309,1.9626581293352503
23,4133,4.68,0.4368004679163386,0.2156643913101655,2.000446803342325,4.4,1.658419550204958,0.5975520165709289,0.6328733199699383,8.86,0.3327021191621974,1.4845031187834028,4.407661839577776,5.73,0.7780080996335921,1.9990611328332988,2.7227968630536226
24,39,5.86,0.22449300417535,0.9746895971804324,0.8408666748841043,6.2,0.3818632859801136,2.4203379149342323,1.651416828284167,9.99,0.1346857323086192,2.6674489504923207,0.9388541323268582,0.0,1.918344649164824,2.0810738698264446,2.1905147554244007
25,6186,4.18,0.0531695321614523,0.034383025443963,0.2413488338770847,8.41,0.929361601495538,2.6430183277453767,0.4876335682082442,7.26,0.1796771720422922,0.9906518675327268,1.2464554162428398,7.0,0.9836133915849888,0.0398585696612124,4.771209083514312
26,46,4.02,0.4728985193287996,0.9758736558747304,0.2874879744651918,3.77,0.8760125399187937,1.1492208408977542,1.1715241273565873,9.72,2.069357690849636,0.8774422729959855,2.1673757127986124,0.18,2.755613028856436,1.1749839211032662,1.6858679003552293
27,6194,4.14,0.6820899326562899,0.0334750900737627,0.4889497436374309,5.57,0.1569335576801905,0.5414974518923505,2.4181509463692623,9.56,0.4970336887108092,0.6660506661722622,3.1764724247452163,1.07,1.4134472577792143,0.6391178263882147,1.5596513884922598
28,6197,4.17,1.1620038593178008,0.4674053103010034,0.370438711118767,6.28,2.5084597917503064,1.170483831536854,1.399405987686242,10.62,3.1944159648230697,1.4316442456875833,1.5203711271618587,2.32,1.014314581316797,1.7015184167446027,3.91362815038764
29,8249,3.48,0.7059353693232221,0.0967181550078979,1.0136676853938067,3.51,0.8404216837133849,1.5661847452867583,0.4894765179036747,9.62,1.1162303572485723,3.250046124945796,1.3476401983394757,1.36,1.4006849652452105,0.5902542878285066,0.4466380906893615
30,4153,5.69,1.0653747526227066,0.7942332169879261,0.2613875209848471,7.01,0.55613914377425,1.3949021211323938,0.3598765433046005,8.98,0.7854290948640539,1.268415998546224,0.6044636198431963,5.82,0.4200480947809145,2.6548354546266832,0.12078029243381
31,6201,3.99,0.627496528533545,0.3745219494401002,0.9542905737729018,5.85,1.1542756595700898,0.8435284551033817,1.1774958149030337,9.89,1.956942224368286,1.6816356523373297,2.487592750570135,2.14,3.066117865235084,2.2848792076290225,0.7163438805717639
32,8255,3.93,1.5145167485624218,0.2487769034376401,0.1505999572147267,4.36,0.5098777866519637,2.2271183690631284,0.2353234265385574,9.68,0.9589266938357824,2.4919625294935126,1.8058893360092363,0.43,1.7454406044250106,2.6584595607905306,1.1901097902187694
33,2113,6.23,1.1154072890147475,0.7077313837479849,0.1500917901646859,7.09,1.0082035477939089,0.9873419463644912,1.6921492253989068,9.78,1.2730695590570646,2.201443470803153,2.1760273367731564,4.15,2.688642226809073,1.2617636363800164,0.2092151242758331
34,4166,6.67,0.0,2.191346056581484,0.2824964913101992,7.68,0.1871331135939229,4.612774178471369,0.0646187590046516,9.63,1.4007498300281038,0.7728306808072123,0.5992181961107759,1.12,0.5628800164995208,1.1662724924439434,0.1725494963501375
35,2119,3.61,0.0182655683098929,0.3925833120113123,0.5782996017521679,5.33,0.4720456568557008,1.3975631666189678,0.7939713282512131,11.79,0.7685691230317558,2.718749273031868,1.7747899314185371,2.48,1.0628117271771045,1.8028100019546025,0.6769185990214865
36,72,5.47,0.9208201385920098,0.5609139221808643,1.5643168451640062,7.64,1.064093600245685,1.0152576848177506,2.676341287043141,11.08,1.8636695576272149,0.4719561202674817,1.0025159415371134,2.44,2.393164668407452,0.9813147491191196,3.1091913184291498
37,8267,5.59,1.6394440012250668,0.002704062951207,0.2347982968410245,6.79,1.2274493884874502,0.9218978193633632,0.8896411932259642,9.09,2.326703476153691,0.3476623679010198,0.8957040997808534,3.77,0.5295677256648446,1.516051201715371,0.3999742461174914
38,6219,5.25,1.2142938254454902,0.7175973939926686,0.4742064713081405,4.26,0.2777715132222881,0.9605570079057358,1.1211131476653846,8.14,2.5775107157861674,0.3085791405940902,1.1827676949760977,0.5,1.4195581715094885,1.0400773454323091,1.069112226190731
39,6220,4.63,0.2640079538506638,0.04167867930992,1.967048572059332,5.07,2.062990558768769,0.0475822958312394,0.7472919737315207,10.09,2.5735204190131773,1.2198862122502625,0.6616575325898875,3.48,2.4639975639627423,0.7640639594970506,1.1024413021810608
40,78,7.55,0.1821518820650824,2.198329371377887,0.0589902821995071,6.84,1.082694505840173,2.8011558773749825,0.9666814344279644,11.53,2.670022136253976,1.1703319034726205,1.25318920246254,2.02,2.7065486533686824,2.1282687571075543,0.7080791936083435
41,8272,4.21,1.5997387244881467,0.3294606306498264,0.0679464552343546,4.67,3.2513096174067355,0.3969338366444254,0.3440118773225444,10.6,4.275821453280496,1.8977180877137976,0.3107336059309927,3.57,1.440256232605986,2.3005842661939453,0.316659038210059
42,88,7.64,0.84128052539859,1.727164901062832,0.2984577822544877,6.78,2.464740136603377,1.3825643387228344,0.4716786562148921,6.65,0.3655279630530591,0.89613716147769,0.3988955003015386,3.15,1.348138387671416,1.84511025915934,0.4162773794450273
43,6235,6.43,0.5497188140492535,2.1125932516162216,0.6065697460469126,4.99,2.090067253603092,0.618149542104017,0.729823409708502,7.92,1.5390136878817215,1.0241289255429318,1.8720816494451251,0.74,2.244357952635344,1.814277509889212,2.717228585078465
44,92,6.93,0.3406072778629691,2.168185467865166,0.550204494522125,4.87,0.1291593454132683,0.7039668087368275,2.3235187779007305,10.69,0.4374252638043311,3.3921704996713458,0.8766011127309691,2.16,1.6760206116869192,1.4013443351642028,1.05804345332261
45,2141,4.14,0.8163579619429205,0.089448454671541,1.6211457449224156,8.16,2.585817046697517,1.1937366197069246,1.3203956540516435,12.46,1.8762350849446832,1.1656020948805923,2.560565036534169,3.42,3.350648148488151,0.8913416925354973,2.262564205420338
46,2142,5.56,0.63961536821094,0.8623376521535207,0.0064133017310505,7.63,1.099443853195678,2.1005844144762094,1.4169319616561693,11.59,1.938878099912973,2.406335779732641,1.2956996891954682,4.43,2.2621507270878336,1.6416470119062423,0.9176975311182668
47,95,4.61,2.312312329800867,0.0822238027223609,0.0,5.28,0.8153651631551796,0.5862747977153947,0.2903727502201195,9.0,0.5306126090947444,2.689865616906706,0.3671930737635943,1.56,1.6362528130051168,2.8583546427336475,0.4663004578787739
48,4188,7.06,1.186531126268581,0.3286974647106574,0.0563495482872211,7.69,1.7760667824102163,0.866370261004142,1.4532884406144566,10.49,2.816778599802715,0.3878615149142427,2.91192360995008,2.65,2.89469308231174,3.0268487024221447,0.229661409790684
49,4190,4.15,0.2114076030891586,0.377396962150324,0.5068199002660277,4.63,2.507190807968943,0.0716520978362586,0.254385301423044,8.58,1.602134810483842,2.1105842005501203,0.5625476156423731,2.57,2.5578926053163915,0.961646551235244,3.307566180996075
50,8292,4.11,0.5529731814599118,0.5581971925793292,0.1343705994840625,7.26,2.159393615276382,1.90515366588453,0.7617103538918484,9.44,2.504559381140166,0.5094979261273227,0.4723893677209703,1.97,1.04587165784833,1.2818013551923728,2.4826521050590715
51,6246,4.17,1.2205485777609624,0.3188003355660547,1.7339534546557571,6.99,1.2156851613582695,1.8442917645092003,1.692902916064148,8.8,3.5658080914746177,0.9670656594551026,1.8079065199845863,2.5,1.3500371274412497,2.322829063246875,1.7584702620933683
52,2152,9.0,1.049710300252492,1.6598270896034002,0.1409709817525332,9.05,0.7482269389782071,2.799159000174252,0.3427787769801587,8.43,0.3181620492569664,1.7288664287687012,0.1622378342749226,4.77,1.7745361329394145,2.3868502929431883,1.4013168740105506
53,4202,6.5,0.9098712161316788,1.3343326509674636,0.7787680653670063,8.02,0.8340252090927256,1.472623148053957,0.8323449095264722,10.01,1.9984199967589071,0.3559005285618622,0.8201237158037242,3.42,0.0928218411340892,2.1023913070371134,0.1773797560427988
54,8299,4.23,0.9038559820808708,0.1333449410553313,1.4022866473661808,7.26,1.978535206911248,1.5815063828994935,0.1781012365315014,8.09,1.81909006112609,0.8708102922855329,1.1629872931828718,2.81,2.3396247094027234,3.447714675369185,0.5516474937863496
55,4207,4.51,0.0798991930255773,0.8762170373984614,0.3066387048401756,7.33,0.8924909600052022,1.1114854894072348,0.2702683331222763,7.37,0.4667808397254469,0.9171576233164658,1.5491860482040063,7.61,2.358525939999098,1.2330247038391269,1.691149397524552
56,2161,6.77,1.4459437050712,0.1897717377634073,0.8441942411163355,6.02,1.9677315102982,0.5043621307449264,0.6056987440004095,11.17,3.239653811865047,1.8839133906447123,0.5920257580467271,2.04,3.24611116156253,0.6599899218302813,0.4133544534532249
57,2164,7.75,0.9076320122229364,1.1726259414110478,0.0731511043993139,7.23,1.5225707095126535,2.006425280104737,0.0,10.66,1.315460086994424,2.0564816965386754,1.6887430499542166,2.47,0.90949383993246,3.676889529792503,0.0076797381005949
58,6263,6.65,1.2898098200676404,1.6174940718472346,0.3520482305133482,5.28,1.0629903902395914,1.608487896091517,0.751771401546185,9.41,1.5491256058526337,3.0307525230764267,1.2399777647854202,1.05,1.572582079939186,2.755628939820969,1.1372931192212954
59,120,6.24,0.1292852153881182,1.1312829577752537,0.2548718097207637,4.96,1.5329787353699855,3.026267185044664,0.3290903504607647,8.97,2.4461862301933808,0.4026585171236166,1.3413004204587575,1.7,0.760103586994462,2.731250890706632,0.7257758589501769
60,6264,8.24,0.3427300620209992,1.645965163574956,0.4208836688436753,6.77,0.9761113281164732,1.267678194466599,0.7957512048253259,11.74,1.3406999322125177,1.7769260019197235,1.929789535591916,6.55,0.3431049344713955,1.7957744180593984,3.319982239586581
61,128,6.25,2.3486064316409574,0.5050832201256693,0.3210271380476115,4.29,3.5984961010080703,0.3493666524681031,0.781692678068905,9.32,1.914784302867116,0.5781091811856282,1.862864675620688,0.08,1.44956583325806,0.9439836577771888,2.881632962327988
62,4228,6.16,1.7484045666755264,0.4661102826811659,0.6071564536837744,7.15,2.806199079428159,1.115493456038018,1.067757090457052,8.25,1.009510595844382,0.7586172601041028,1.7272377651274629,4.59,1.9174698573944624,0.7957994394881922,2.7682181780660025
63,8326,6.68,0.9336635198513378,0.1609555321980076,2.2195579737655438,7.04,1.3931984288016084,0.0424500318823208,1.1578248775645013,12.22,4.313409930172241,0.1436002757923925,0.8405460224535872,5.75,3.842394513339795,0.4087717965060015,1.3068200421599705
64,135,7.31,0.0,0.948399014553641,0.2429721762964154,7.93,0.9220275108686136,0.3532274635501974,2.8250349173411307,8.31,0.2313368630549297,0.5407552613973369,1.0745930701614097,4.02,1.514452082969188,0.1242429557753451,1.399143234495217
65,6279,6.31,0.4648772204844255,1.5654860518079816,0.676160621479901,9.26,2.615211767615466,0.6763674284900203,0.7806529627050758,7.82,2.007773206843879,1.0613738067587295,0.2846115564284792,8.53,1.0871099069664578,1.2064921945835183,0.5951707012119583
66,8330,4.1,0.049662001838933,0.6436597533351227,1.3121768093983088,4.77,0.5517179663503596,0.455306610437892,2.728652189727544,8.8,2.772870253923604,0.4233408861372864,1.7813338575664963,0.13,1.4100249639429734,0.0032054385092571,1.08010193095866
67,4235,8.13,0.3119577296260737,2.114824140887366,0.8432660855085125,5.21,0.4664308227461135,1.7427280928122522,2.280948930062507,7.55,2.529160754722804,1.4234383734285765,1.1943844344825911,0.0,0.973279682502678,2.464222907008637,0.7879382198764925
68,8332,7.15,0.7834046318829411,1.3961406821729192,0.2721022867474721,8.19,0.7512880455509945,1.955136956410384,1.2505082181913092,13.28,0.6990807296095713,2.2027263838105697,2.9535372581217016,2.39,0.8145051663788776,1.8019138771751624,2.060954509431855
69,141,4.47,0.0,0.8808969428015685,0.6677901402272379,5.46,0.6675715767315203,0.7279523934708382,2.109112604834422,4.27,0.2656028326244615,1.0258963865780433,2.055503630442153,1.94,2.548726657075301,0.7259978757015342,1.5020296948256615
70,8333,4.09,0.0,0.7117022548809173,0.4220686296264626,7.11,0.0,1.7979550642069764,2.3672378923621933,8.76,2.0008511903702733,0.8521854098499979,0.2777659769083531,3.27,2.1003072895421586,2.0378729372549755,0.3739564725439558
71,6286,4.78,0.7030582678988314,0.8987239066404543,0.3341487748609064,6.01,1.3017169483177535,1.3397601335005729,1.0154925047505825,4.98,0.4480482023175572,0.2432729692171484,0.7154630018924726,3.22,1.3295091731563748,3.443613988880739,2.038982082234771
72,8337,4.49,0.0945474007108472,0.7782917147170403,1.1926135091064916,5.47,0.9713901974691612,2.12231110678458,1.856496927245868,11.35,3.072012941431903,1.8188988896845324,1.2226535167944146,0.92,1.4312408894857511,1.5836277381444583,0.1552309549685377
73,4241,6.07,1.1208764544195435,0.5823775274000123,0.4342100220204186,9.09,1.5345644693453928,1.5918895223293208,1.0760373233685785,7.59,0.3938813151037134,1.0540983000942323,0.8685310564861461,2.45,1.8046588191826296,1.9314478819923149,3.1503857523970358
74,8341,4.86,0.8603045444375151,0.3864950168499531,0.503242305480847,7.07,1.3309004232421948,1.6243488418440493,1.85479246282218,10.94,1.2799803574325597,1.5011525469857854,0.987494854584508,3.84,1.6951856053174574,2.5957269513724333,1.1982366762751768
75,153,5.65,0.4999791429412701,0.1843326391428179,0.3702921237336309,7.57,2.252565639728509,0.4703527372553961,0.1777959791489359,11.86,3.9410848226493926,0.4733635262901553,1.989032616894347,4.66,3.228979817054797,1.2897245782929887,2.2888463328933395
76,4252,3.42,0.686461241139402,0.0431033509442809,1.833928081866923,5.19,0.5178223988216866,0.2899680469824562,2.5138390259312025,5.33,0.2015630350615217,1.25533929645209,1.190237121040676,1.74,0.941854280717272,0.1977651284085927,1.5988968657447222
77,157,6.24,1.1191294011767483,0.0,0.0,9.24,1.345293231059688,1.625568400841201,0.5800933321741875,10.15,1.3525675640237895,2.113469659339318,0.6452381178388445,3.92,1.954342999955777,1.6207347655814952,0.5387184122650257
78,4257,4.8,1.0661793940042583,0.3596260388682167,0.6445078013626265,9.36,1.488751497601718,2.3262594321064376,0.8625382558135583,10.23,0.1689718642217372,2.194713549338411,0.8903311058021226,8.65,2.442519655373629,2.0463458182016745,2.0728292499440086
79,2212,4.61,0.8324557515598141,0.1641631598397099,1.955084789290946,6.16,1.7866692084093454,1.258967073574674,1.8222223383486176,10.72,3.044103842050615,1.1941429558346068,1.4268551201576023,2.43,3.5622523761174065,1.090546761722481,1.3103773412490196
80,8357,4.24,0.0080350104881473,0.7046848371498826,0.0,3.24,0.5543827640222228,0.8398432992164564,0.1973078064437358,9.8,1.2799400363760385,0.9778490217578536,0.7183420421259513,1.35,0.1757107208867729,3.944314523707562,1.011807312125129
81,6309,4.58,0.3809463266119557,0.2944435722858424,0.5983970239239828,9.02,0.4290212856862026,1.7778470737441712,1.9606899644807496,11.53,2.3582559678533856,3.055361926286912,1.0578112553505732,5.35,2.1100883663403054,2.9302100188779945,0.6486958904728146
82,4263,3.99,0.0,0.5506770784097117,1.052383666321941,6.49,0.1662308960190066,1.5229179757696,1.0229263909903756,11.48,2.331656428168962,1.732286401780932,1.68790167182895,4.72,1.216977428523053,2.9982509046429,1.988271722141506
83,170,6.69,0.1623662692762379,0.585487883106125,0.7502830978078756,8.21,1.2890548183186203,1.475918346495699,0.2506759373528252,11.01,1.372315406401365,0.2807185086867383,1.109788599438907,3.69,2.4191423425329,1.3841857872554146,0.3775533317630404
84,4267,4.8,1.208205453131218,0.0949259975399718,0.4433105433843741,7.43,0.8426860898086769,1.307716323748803,1.663490479669214,11.76,3.025476933357652,1.229793372718634,1.0271743619874354,2.5,1.065929678373983,1.20861504917405,0.9441743622234078
85,8364,4.97,0.030790799182239,0.1250317119571247,0.6632440102809286,5.46,3.5290357583333374,0.0642466719263212,1.1423588840377188,4.43,0.0040241335277782,1.6766133559635072,1.7970542428798713,6.07,1.5711061751075128,2.8483479039185715,1.3041965119418006
86,2225,4.51,0.7211612723774415,0.2751341657514977,1.231469446511412,5.39,2.7080744447970324,0.5879184736345306,0.7115358830241727,10.91,1.606641172948278,1.7210761518588833,0.8871573617459994,2.91,0.5332665462527417,0.3357608373847681,2.9575090517070075
87,181,7.19,1.5611621211364577,0.357902238219758,0.6949530930013341,5.23,2.614600968577792,0.3574450248170892,1.9267080321085897,11.56,2.416330861128013,0.2520002279036005,1.826503407971612,2.89,0.5377293975241259,1.002543039820181,0.7318219762919631
88,4281,5.84,1.7161204220863104,0.0987948407762544,1.234057276902913,4.49,1.1504910146031166,1.4563993582966064,0.3960720909657317,8.42,1.6694186988967297,1.3278976368054078,0.1226250909597998,2.07,0.4582859729056195,1.8197385736273528,1.9671918404715456
89,8378,5.36,0.0,0.3084588931457091,1.5305583800203648,8.57,0.0205949102934727,1.6074879529263388,1.6344995987521336,6.19,0.2044279525320971,0.8177945108119955,2.551739953947032,9.62,0.0015283000761642,3.116575843087817,3.045521409113784
90,8381,5.56,1.3281336558940644,0.6567888902473157,1.237305323963681,6.21,0.0850874673809792,2.2642469499017257,1.9442004167178504,8.35,0.3438780500846484,1.393732120236241,3.3004149185118705,2.4,1.3950509112118656,2.9038548124253545,2.2927244990047777
91,2238,5.88,1.182895749017228,0.0837425666622004,0.0,4.27,1.423197238757141,0.1391268210603504,0.4321825894778814,10.39,3.0574376575705027,0.1847152352622837,1.2465129326138675,4.23,0.7696406549622583,0.3119995826164343,2.0189525355301123
92,8383,4.24,0.5358083914957564,0.2170766236996741,1.0640996832340963,3.8,0.9166676308726748,0.068447782195245,0.7593528170011667,8.43,1.1787310067570618,1.482564066159335,2.486206268587912,1.98,2.6507861716519443,0.4276701854202802,1.456510158124102
93,8385,4.85,0.1632065187213979,1.104756753547972,1.332565991777014,6.41,1.2172264524828715,1.750178468333047,1.6609078842566056,9.09,0.7534546785564649,2.2261233933962528,0.526123395501513,1.18,1.40589593775,0.8688128150779661,3.766976993160602
94,2241,5.59,1.4792451379533154,0.4804334265606229,1.315875263939922,5.99,2.131101703860569,1.0789957244646682,0.602197633387604,6.54,0.86357440231368,0.3511142689879515,1.111489536949306,1.14,2.4675103799552627,0.9064180876681944,1.83241655273596
95,6337,5.9,0.6618106751315018,0.5890477154170237,0.0990582563032162,5.55,2.574874637453985,1.0693818987773085,0.96314775162652,13.15,1.3708937880638172,4.197922349271751,0.8044781116970867,0.82,2.006427254413992,2.8472163754939226,1.6043016685675169
96,6342,4.33,1.8895475276850693,0.0227279412089441,0.5786725837511475,4.21,1.6323341895007737,0.1540717051555729,1.4727881704947818,11.31,2.7259426641794837,2.023369546631244,1.267281839467533,1.26,3.0528850745870617,0.9258856482280736,0.3656869207214728
97,4297,4.17,1.2489096126006405,0.0821520739896739,1.694755890764021,5.55,1.3112280074457956,0.731649643845989,1.9957620240485892,7.84,0.9195380250167032,0.4656885746490878,2.3537551856574543,3.0,1.117496426030849,3.615787917256061,1.0710217214777775
98,4299,4.35,0.247172897822401,0.6249743993353085,0.507431320908984,4.19,1.2549632148547802,0.2804275064950519,2.3811608533899054,9.59,0.6667804663255417,2.352538028408192,2.8879792326880507,1.56,1.6052377846925885,3.026416679954539,2.4755093027587294
99,205,4.72,0.8987666810433375,0.1947954343254557,1.1393523317510268,3.91,1.0943835561891555,1.0868121583301351,2.096813404685944,9.88,0.5949035789991872,1.1086294251937567,2.9389506216122405,0.51,2.270483843393549,0.2929229550806388,3.479124933538654
100,2253,4.18,0.1468220177365968,0.3593097034937669,0.0,4.68,0.974380799682599,1.7956622798200512,0.4794794596075842,9.19,1.4797217344210112,1.2093611055972933,0.7107460311316982,0.85,0.9927488976809408,0.9130026966384154,0.486661670264645
101,6349,4.89,1.0026398337542983,0.0640116960899343,0.1083430750290662,8.1,3.015585097272278,1.4366900613054987,0.5305988152630008,8.68,1.852213855838932,2.676771018574128,1.25489457164004,4.35,3.205900301502236,0.6854929807129847,0.2598390268237486
102,4306,4.2,1.0743113936391515,0.1231436128112753,0.9915016879898026,6.49,2.1535432050168666,0.9281924553030227,0.4125114953557078,8.58,1.9621181518717024,1.2506774302241546,0.1931265158959991,2.86,1.7401617463228916,1.3392466427056813,0.5092066846207277
103,6355,6.23,1.4622660144306612,0.6065914650068596,0.1347222865688497,4.63,0.6303865186829303,1.1558344573024388,0.3593660186211818,9.99,1.358008144081203,1.948167014816113,1.3940389947500016,0.19,2.299783832383207,0.9548758789646636,1.3231095340706285
104,8404,2.35,0.4330933915293466,0.1919091191738792,1.13396425871736,4.74,0.1906542559813837,1.620172187871831,0.7215083564072863,9.88,2.040137527290144,1.9380539799319152,1.3277986469991727,5.38,2.119765936887384,1.8896757421980657,0.9612798339132624
105,4308,5.26,0.6478431534689728,0.2015933795457939,1.543286523899024,5.84,0.8371703646044967,0.1746362952285799,1.5912613823293753,7.09,0.0,0.922372053768732,3.4591753710171878,4.44,1.2130327574429187,1.2561409235399237,3.5845292903726125
106,6358,6.32,0.6468115025679252,2.0686972950047102,0.0211664911525858,4.29,0.1078092804406356,0.5189897565148429,1.3085758344885616,6.84,2.2719561411735936,1.3787984184006334,1.119445942992256,2.52,2.1812818464238486,2.1510546199221685,2.6773821331867955
107,6360,4.32,1.3651856223317365,0.3854001933792753,1.5386612239097364,6.12,1.892199517412379,1.0036417572175964,1.2541084992465117,8.91,2.1742527085075936,0.668793720037023,0.6012652398814039,0.33,3.3797301357140563,1.6246774795449732,1.277593611329435
108,6365,5.88,0.9148626857478872,1.7817314857361215,0.1863572131504597,2.96,2.0113616864747903,0.6871263128141031,0.187435198370123,11.2,2.3639407410262714,0.3780093830038801,2.919236448952064,0.0,2.221689990392773,3.1516808813274944,0.5603610527471586
109,8416,7.06,1.350896455927876,0.1686629973073259,0.0,5.88,0.823983845150375,0.3794299370657943,0.5813882493927907,9.53,2.158983082240213,0.7069078786536379,2.5328679431973127,3.97,1.4553751372785355,0.3435480790959618,1.076188754932075
